,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment,distance,from_to
33820,J5,10912,HNS,5963,JNU,3492,,0,CNA,,HNS_JNU_J5
33821,J5,10912,HNS,5963,SGY,5961,,0,CNC,,HNS_SGY_J5
33822,J5,10912,JNU,3492,AGN,7135,,0,DHP,,JNU_AGN_J5
33823,J5,10912,JNU,3492,GST,5960,,0,PA1,,JNU_GST_J5
33824,J5,10912,JNU,3492,HNH,7142,,0,CNA,,JNU_HNH_J5
33825,J5,10912,JNU,3492,HNS,5963,,0,CNC CNA,,JNU_HNS_J5
33827,J5,10912,JNU,3492,SGY,5961,,0,CNA,,JNU_SGY_J5
33829,J5,10912,SGY,5961,JNU,3492,,0,CNC CNA,,SGY_JNU_J5
34385,JJ,4867,MIA,3576,BWI,3849,,0,777,,MIA_BWI_JJ
34483,JL,2987,BOS,3448,MSY,3861,Y,0,E90,,BOS_MSY_JL
34515,JL,2987,DFW,3670,MSY,3861,Y,0,M80 M83,,DFW_MSY_JL
34645,JL,2987,JFK,3797,MSY,3861,Y,0,E90,,JFK_MSY_JL
34705,JL,2987,MSY,3861,JFK,3797,Y,0,E90,,MSY_JFK_JL
34788,JL,2987,ORD,3830,ATL,3682,Y,0,E75,,ORD_ATL_JL
34789,JL,2987,ORD,3830,MSY,3861,Y,0,E75,,ORD_MSY_JL
35514,K3,20963,HYG,7148,KTN,3808,,0,DHP,,HYG_KTN_K3
35517,K3,20963,KLW,7205,KTN,3808,,0,DHP,,KLW_KTN_K3
35520,K3,20963,KTN,3808,HYG,7148,,0,DHP,,KTN_HYG_K3
35524,K3,20963,KTN,3808,MTM,7146,,0,DHP,,KTN_MTM_K3
35525,K3,20963,MTM,7146,KTN,3808,,0,DHP,,MTM_KTN_K3
35529,K5,10765,AHN,5716,BNA,3690,,0,CNC,,AHN_BNA_K5
35530,K5,10765,BNA,3690,AHN,5716,,0,CNC,,BNA_AHN_K5
35531,K5,10765,BNA,3690,MKL,3704,,0,CNC,,BNA_MKL_K5
35532,K5,10765,BUR,3644,IPL,3689,,0,CNC,,BUR_IPL_K5
35533,K5,10765,DAL,3502,ELD,3696,,0,CNC,,DAL_ELD_K5
35534,K5,10765,ELD,3696,DAL,3502,,0,CNC,,ELD_DAL_K5
35535,K5,10765,ELD,3696,HOT,5741,,0,CNC,,ELD_HOT_K5
35536,K5,10765,GST,5960,HNH,7142,,0,CNC,,GST_HNH_K5
35537,K5,10765,GST,5960,JNU,3492,,0,CN1 CNC,,GST_JNU_K5
35538,K5,10765,HNH,7142,GST,5960,,0,CNC,,HNH_GST_K5
35539,K5,10765,HNH,7142,JNU,3492,,0,CNC CN1,,HNH_JNU_K5
35540,K5,10765,HNS,5963,JNU,3492,,0,CNC CN1,,HNS_JNU_K5
35541,K5,10765,HNS,5963,SGY,5961,,0,CNC,,HNS_SGY_K5
35542,K5,10765,HOT,5741,ELD,3696,,0,CNC,,HOT_ELD_K5
35543,K5,10765,HOT,5741,MEM,3473,,0,CNC,,HOT_MEM_K5
35544,K5,10765,HRO,3461,MCI,3458,,0,CNC,,HRO_MCI_K5
35545,K5,10765,HRO,3461,MEM,3473,,0,CNC,,HRO_MEM_K5
35546,K5,10765,IPL,3689,BUR,3644,,0,CNC,,IPL_BUR_K5
35547,K5,10765,IPL,3689,SAN,3731,,0,CNC,,IPL_SAN_K5
35548,K5,10765,JNU,3492,GST,5960,,0,CNC CN1,,JNU_GST_K5
35549,K5,10765,JNU,3492,HNH,7142,,0,CNC CN1,,JNU_HNH_K5
35550,K5,10765,JNU,3492,HNS,5963,,0,CN1 CNC,,JNU_HNS_K5
35551,K5,10765,JNU,3492,SGY,5961,,0,CNC CN1,,JNU_SGY_K5
35552,K5,10765,MCI,3458,HRO,3461,,0,CNC,,MCI_HRO_K5
35553,K5,10765,MCI,3458,SLN,5771,,0,CNC,,MCI_SLN_K5
35554,K5,10765,MEM,3473,ELD,3696,,0,CNC,,MEM_ELD_K5
35555,K5,10765,MEM,3473,HOT,5741,,0,CNC,,MEM_HOT_K5
35556,K5,10765,MEM,3473,HRO,3461,,0,CNC,,MEM_HRO_K5
35557,K5,10765,MEM,3473,MKL,3704,,0,CNC,,MEM_MKL_K5
35558,K5,10765,MKL,3704,BNA,3690,,0,CNC,,MKL_BNA_K5
35559,K5,10765,MKL,3704,MEM,3473,,0,CNC,,MKL_MEM_K5
35560,K5,10765,OTH,5757,PDX,3720,,0,CNC,,OTH_PDX_K5
35561,K5,10765,PDT,6883,PDX,3720,,0,CNC,,PDT_PDX_K5
35562,K5,10765,PDX,3720,OTH,5757,,0,CNC,,PDX_OTH_K5
35563,K5,10765,PDX,3720,PDT,6883,,0,CNC,,PDX_PDT_K5
35564,K5,10765,SAN,3731,IPL,3689,,0,CNC,,SAN_IPL_K5
35565,K5,10765,SGY,5961,HNS,5963,,0,CNC,,SGY_HNS_K5
35566,K5,10765,SGY,5961,JNU,3492,,0,CNC CN1,,SGY_JNU_K5
35567,K5,10765,SLN,5771,MCI,3458,,0,CNC,,SLN_MCI_K5
35837,KE,3163,ATL,3682,JFK,3797,,0,74N,,ATL_JFK_KE
36157,KL,3090,ABE,4355,ATL,3682,Y,0,CRJ,,ABE_ATL_KL
36158,KL,3090,ABQ,4019,ATL,3682,Y,0,757 320,,ABQ_ATL_KL
36161,KL,3090,ABY,5715,ATL,3682,Y,0,CRJ,,ABY_ATL_KL
36167,KL,3090,AEX,3852,ATL,3682,Y,0,CRJ,,AEX_ATL_KL
36168,KL,3090,AGS,3658,ATL,3682,Y,0,CRJ 717,,AGS_ATL_KL
36171,KL,3090,ALB,3864,ATL,3682,Y,0,M88 CR9,,ALB_ATL_KL
36313,KL,3090,ATL,3682,ABE,4355,Y,0,717,,ATL_ABE_KL
36314,KL,3090,ATL,3682,ABQ,4019,Y,0,757,,ATL_ABQ_KL
36315,KL,3090,ATL,3682,ABY,5715,Y,0,CRJ,,ATL_ABY_KL
36316,KL,3090,ATL,3682,AEX,3852,Y,0,CRJ CR9,,ATL_AEX_KL
36317,KL,3090,ATL,3682,AGS,3658,Y,0,717 M88 CRJ,,ATL_AGS_KL
36318,KL,3090,ATL,3682,ALB,3864,Y,0,M88,,ATL_ALB_KL
36320,KL,3090,ATL,3682,ATW,4047,Y,0,CR9,,ATL_ATW_KL
36321,KL,3090,ATL,3682,AUS,3673,Y,0,M90 M88,,ATL_AUS_KL
36322,KL,3090,ATL,3682,AVL,4007,Y,0,CRJ M88,,ATL_AVL_KL
36323,KL,3090,ATL,3682,AVP,4286,Y,0,CR7,,ATL_AVP_KL
36324,KL,3090,ATL,3682,BDL,3825,Y,0,M88,,ATL_BDL_KL
36325,KL,3090,ATL,3682,BHM,3811,Y,0,M88,,ATL_BHM_KL
36326,KL,3090,ATL,3682,BMI,4037,Y,0,CR9,,ATL_BMI_KL
36327,KL,3090,ATL,3682,BNA,3690,Y,0,319 M88 738 73H 717 320,,ATL_BNA_KL
36328,KL,3090,ATL,3682,BOS,3448,Y,0,757 320 319,,ATL_BOS_KL
36329,KL,3090,ATL,3682,BQK,5725,Y,0,CRJ,,ATL_BQK_KL
36331,KL,3090,ATL,3682,BTR,3846,Y,0,CR7 CRJ,,ATL_BTR_KL
36332,KL,3090,ATL,3682,BTV,3711,Y,0,CR9,,ATL_BTV_KL
36333,KL,3090,ATL,3682,BUF,3820,Y,0,M90 M88,,ATL_BUF_KL
36334,KL,3090,ATL,3682,BWI,3849,Y,0,757 320 M90,,ATL_BWI_KL
36335,KL,3090,ATL,3682,CAE,3561,Y,0,M88 CRJ,,ATL_CAE_KL
36336,KL,3090,ATL,3682,CAK,4112,Y,0,M88,,ATL_CAK_KL
36337,KL,3090,ATL,3682,CHA,3578,Y,0,CRJ M88,,ATL_CHA_KL
36338,KL,3090,ATL,3682,CHO,4015,Y,0,CRJ,,ATL_CHO_KL
36339,KL,3090,ATL,3682,CHS,3806,Y,0,M88 73W 717 319,,ATL_CHS_KL
36340,KL,3090,ATL,3682,CID,4043,Y,0,CRJ,,ATL_CID_KL
36341,KL,3090,ATL,3682,CLE,3486,Y,0,717 CR9,,ATL_CLE_KL
36342,KL,3090,ATL,3682,CLT,3876,Y,0,M88 M90 319,,ATL_CLT_KL
36343,KL,3090,ATL,3682,CMH,3759,Y,0,73W M88 738,,ATL_CMH_KL
36344,KL,3090,ATL,3682,COS,3819,Y,0,738,,ATL_COS_KL
36345,KL,3090,ATL,3682,CRW,4285,Y,0,319,,ATL_CRW_KL
36346,KL,3090,ATL,3682,CSG,4255,Y,0,CRJ,,ATL_CSG_KL
36348,KL,3090,ATL,3682,CVG,3488,Y,0,M88 738,,ATL_CVG_KL
36350,KL,3090,ATL,3682,DAB,3950,Y,0,M90 757,,ATL_DAB_KL
36351,KL,3090,ATL,3682,DAL,3502,Y,0,CRJ,,ATL_DAL_KL
36352,KL,3090,ATL,3682,DAY,3627,Y,0,M88,,ATL_DAY_KL
36353,KL,3090,ATL,3682,DCA,3520,Y,0,M90 320,,ATL_DCA_KL
36354,KL,3090,ATL,3682,DEN,3751,Y,0,757 M90,,ATL_DEN_KL
36355,KL,3090,ATL,3682,DFW,3670,Y,0,M88,,ATL_DFW_KL
36356,KL,3090,ATL,3682,DHN,3739,Y,0,CRJ,,ATL_DHN_KL
36357,KL,3090,ATL,3682,DSM,3729,Y,0,M88,,ATL_DSM_KL
36358,KL,3090,ATL,3682,DTW,3645,Y,0,320 73H M90 757,,ATL_DTW_KL
36361,KL,3090,ATL,3682,ECP,7669,Y,0,717 M88 CR9,,ATL_ECP_KL
36362,KL,3090,ATL,3682,ELP,3559,Y,0,M88,,ATL_ELP_KL
36363,KL,3090,ATL,3682,EVV,4018,Y,0,CRJ,,ATL_EVV_KL
36364,KL,3090,ATL,3682,EWN,3730,Y,0,CRJ,,ATL_EWN_KL
36365,KL,3090,ATL,3682,EWR,3494,Y,0,717,,ATL_EWR_KL
36366,KL,3090,ATL,3682,EYW,3875,Y,0,CR7,,ATL_EYW_KL
36367,KL,3090,ATL,3682,FAY,5738,Y,0,CRJ 73W,,ATL_FAY_KL
36369,KL,3090,ATL,3682,FLL,3533,Y,0,757 739,,ATL_FLL_KL
36370,KL,3090,ATL,3682,FNT,4089,Y,0,M88,,ATL_FNT_KL
36372,KL,3090,ATL,3682,FSM,3437,Y,0,CRJ,,ATL_FSM_KL
36373,KL,3090,ATL,3682,FWA,4041,Y,0,CRJ,,ATL_FWA_KL
36375,KL,3090,ATL,3682,GNV,3472,Y,0,CR9 717,,ATL_GNV_KL
36376,KL,3090,ATL,3682,GPT,4038,Y,0,CRJ M88,,ATL_GPT_KL
36377,KL,3090,ATL,3682,GRB,3653,Y,0,CR7,,ATL_GRB_KL
36378,KL,3090,ATL,3682,GRK,3775,Y,0,CR9,,ATL_GRK_KL
36379,KL,3090,ATL,3682,GRR,3685,Y,0,320 M88,,ATL_GRR_KL
36380,KL,3090,ATL,3682,GSO,4008,Y,0,M88 320 319,,ATL_GSO_KL
36381,KL,3090,ATL,3682,GSP,4034,Y,0,319 M88 CRJ,,ATL_GSP_KL
36382,KL,3090,ATL,3682,GTR,4273,Y,0,CRJ,,ATL_GTR_KL
36383,KL,3090,ATL,3682,HOU,3566,Y,0,M88,,ATL_HOU_KL
36384,KL,3090,ATL,3682,HPN,3589,Y,0,CR7,,ATL_HPN_KL
36385,KL,3090,ATL,3682,HSV,4113,Y,0,717 M88,,ATL_HSV_KL
36386,KL,3090,ATL,3682,IAD,3714,Y,0,M88 CR7,,ATL_IAD_KL
36387,KL,3090,ATL,3682,IAH,3550,Y,0,717 320 M88,,ATL_IAH_KL
36388,KL,3090,ATL,3682,ICT,3457,Y,0,M88,,ATL_ICT_KL
36389,KL,3090,ATL,3682,ILM,3845,Y,0,CRJ 319,,ATL_ILM_KL
36390,KL,3090,ATL,3682,IND,3585,Y,0,M88 M90,,ATL_IND_KL
36391,KL,3090,ATL,3682,JAN,3580,Y,0,717 CR9 M88,,ATL_JAN_KL
36392,KL,3090,ATL,3682,JAX,3712,Y,0,757,,ATL_JAX_KL
36393,KL,3090,ATL,3682,JFK,3797,Y,0,319 752 738 M88 73H,,ATL_JFK_KL
36394,KL,3090,ATL,3682,LAS,3877,Y,0,757 753,,ATL_LAS_KL
36395,KL,3090,ATL,3682,LAX,3484,Y,0,763 757 739,,ATL_LAX_KL
36396,KL,3090,ATL,3682,LEX,4017,Y,0,CR9 M88 CRJ,,ATL_LEX_KL
36397,KL,3090,ATL,3682,LFT,3493,Y,0,CRJ,,ATL_LFT_KL
36398,KL,3090,ATL,3682,LGA,3697,Y,0,738 M88 757,,ATL_LGA_KL
36400,KL,3090,ATL,3682,LIT,3660,Y,0,M88,,ATL_LIT_KL
36403,KL,3090,ATL,3682,MCI,3458,Y,0,M90 757,,ATL_MCI_KL
36404,KL,3090,ATL,3682,MCO,3878,Y,0,757 739,,ATL_MCO_KL
36405,KL,3090,ATL,3682,MDT,3542,Y,0,CRJ M88,,ATL_MDT_KL
36406,KL,3090,ATL,3682,MDW,3747,Y,0,320 717 319,,ATL_MDW_KL
36407,KL,3090,ATL,3682,MEM,3473,Y,0,M88,,ATL_MEM_KL
36409,KL,3090,ATL,3682,MGM,4115,Y,0,CRJ,,ATL_MGM_KL
36410,KL,3090,ATL,3682,MHT,4011,Y,0,320,,ATL_MHT_KL
36411,KL,3090,ATL,3682,MIA,3576,Y,0,757 320,,ATL_MIA_KL
36412,KL,3090,ATL,3682,MKE,3717,Y,0,M90 M88,,ATL_MKE_KL
36413,KL,3090,ATL,3682,MLB,3671,Y,0,M88,,ATL_MLB_KL
36414,KL,3090,ATL,3682,MLI,4072,Y,0,CR7 CR9,,ATL_MLI_KL
36415,KL,3090,ATL,3682,MLU,3732,Y,0,CRJ,,ATL_MLU_KL
36416,KL,3090,ATL,3682,MOB,3782,Y,0,CRJ CR9 717 CR7,,ATL_MOB_KL
36417,KL,3090,ATL,3682,MSN,3459,Y,0,73W,,ATL_MSN_KL
36418,KL,3090,ATL,3682,MSP,3858,Y,0,757 M90,,ATL_MSP_KL
36419,KL,3090,ATL,3682,MSY,3861,Y,0,M88 757,,ATL_MSY_KL
36422,KL,3090,ATL,3682,MYR,3515,Y,0,M88,,ATL_MYR_KL
36423,KL,3090,ATL,3682,OAJ,4386,Y,0,CRJ CR9,,ATL_OAJ_KL
36424,KL,3090,ATL,3682,OKC,3863,Y,0,M88,,ATL_OKC_KL
36425,KL,3090,ATL,3682,OMA,3454,Y,0,CR7 M88,,ATL_OMA_KL
36426,KL,3090,ATL,3682,ORD,3830,Y,0,757 319 320 M90 M88,,ATL_ORD_KL
36427,KL,3090,ATL,3682,ORF,3611,Y,0,M90 M88,,ATL_ORF_KL
36428,KL,3090,ATL,3682,PBI,3722,Y,0,757,,ATL_PBI_KL
36429,KL,3090,ATL,3682,PDX,3720,Y,0,73H 738,,ATL_PDX_KL
36430,KL,3090,ATL,3682,PHF,3633,Y,0,CRJ,,ATL_PHF_KL
36431,KL,3090,ATL,3682,PHL,3752,Y,0,M90 757 M88,,ATL_PHL_KL
36432,KL,3090,ATL,3682,PHX,3462,Y,0,73H 757 738,,ATL_PHX_KL
36433,KL,3090,ATL,3682,PIA,4046,Y,0,CRJ,,ATL_PIA_KL
36434,KL,3090,ATL,3682,PIT,3570,Y,0,CR9 M88,,ATL_PIT_KL
36435,KL,3090,ATL,3682,PNS,3564,Y,0,M90,,ATL_PNS_KL
36436,KL,3090,ATL,3682,PVD,3641,Y,0,M88,,ATL_PVD_KL
36437,KL,3090,ATL,3682,PWM,3862,Y,0,M88,,ATL_PWM_KL
36438,KL,3090,ATL,3682,RDU,3626,Y,0,M88 739 320,,ATL_RDU_KL
36439,KL,3090,ATL,3682,RIC,3608,Y,0,M88 M90,,ATL_RIC_KL
36440,KL,3090,ATL,3682,ROA,4016,Y,0,CRJ 319 CR9,,ATL_ROA_KL
36441,KL,3090,ATL,3682,ROC,3622,Y,0,M90,,ATL_ROC_KL
36442,KL,3090,ATL,3682,RSW,3793,Y,0,M88 757,,ATL_RSW_KL
36443,KL,3090,ATL,3682,SAN,3731,Y,0,763 739,,ATL_SAN_KL
36444,KL,3090,ATL,3682,SAT,3621,Y,0,M90 757,,ATL_SAT_KL
36445,KL,3090,ATL,3682,SAV,3613,Y,0,M88 717 319,,ATL_SAV_KL
36446,KL,3090,ATL,3682,SBN,4359,Y,0,CRJ,,ATL_SBN_KL
36447,KL,3090,ATL,3682,SDF,4014,Y,0,M88 M90,,ATL_SDF_KL
36448,KL,3090,ATL,3682,SEA,3577,Y,0,76W 757 763,,ATL_SEA_KL
36449,KL,3090,ATL,3682,SFO,3469,Y,0,739 763 757,,ATL_SFO_KL
36450,KL,3090,ATL,3682,SGF,4348,Y,0,CRJ CR9,,ATL_SGF_KL
36451,KL,3090,ATL,3682,SHV,3609,Y,0,CRJ,,ATL_SHV_KL
36452,KL,3090,ATL,3682,SJC,3748,Y,0,738,,ATL_SJC_KL
36455,KL,3090,ATL,3682,SLC,3536,Y,0,763 757,,ATL_SLC_KL
36456,KL,3090,ATL,3682,SMF,3817,Y,0,757,,ATL_SMF_KL
36457,KL,3090,ATL,3682,SNA,3867,Y,0,757,,ATL_SNA_KL
36458,KL,3090,ATL,3682,SRQ,4067,Y,0,757,,ATL_SRQ_KL
36459,KL,3090,ATL,3682,STL,3678,Y,0,M90 757,,ATL_STL_KL
36462,KL,3090,ATL,3682,SYR,3745,Y,0,M88,,ATL_SYR_KL
36463,KL,3090,ATL,3682,TLH,3698,Y,0,CRJ M88 319,,ATL_TLH_KL
36464,KL,3090,ATL,3682,TPA,3646,Y,0,757 739,,ATL_TPA_KL
36465,KL,3090,ATL,3682,TRI,4116,Y,0,CRJ 319,,ATL_TRI_KL
36466,KL,3090,ATL,3682,TUL,3855,Y,0,CR7 M88 CR9,,ATL_TUL_KL
36467,KL,3090,ATL,3682,TUS,3636,Y,0,M90,,ATL_TUS_KL
36468,KL,3090,ATL,3682,TYS,3676,Y,0,CR7 CRJ 717 CR9,,ATL_TYS_KL
36469,KL,3090,ATL,3682,VLD,5776,Y,0,CRJ,,ATL_VLD_KL
36470,KL,3090,ATL,3682,VPS,3873,Y,0,M88 319 717,,ATL_VPS_KL
36471,KL,3090,ATL,3682,XNA,4356,Y,0,CRJ CR9 717 CR7,,ATL_XNA_KL
36472,KL,3090,ATW,4047,ATL,3682,Y,0,CR7 CR9,,ATW_ATL_KL
36478,KL,3090,AUS,3673,ATL,3682,Y,0,M90 M88,,AUS_ATL_KL
36479,KL,3090,AVL,4007,ATL,3682,Y,0,CRJ,,AVL_ATL_KL
36480,KL,3090,AVP,4286,ATL,3682,Y,0,CR7,,AVP_ATL_KL
36484,KL,3090,BDL,3825,ATL,3682,Y,0,M88 320 73W,,BDL_ATL_KL
36487,KL,3090,BHM,3811,ATL,3682,Y,0,M88,,BHM_ATL_KL
36498,KL,3090,BMI,4037,ATL,3682,Y,0,CR9 CR7,,BMI_ATL_KL
36499,KL,3090,BNA,3690,ATL,3682,Y,0,M88 738 320 717 319,,BNA_ATL_KL
36504,KL,3090,BOS,3448,ATL,3682,Y,0,757 M90 M88,,BOS_ATL_KL
36507,KL,3090,BQK,5725,ATL,3682,Y,0,CRJ,,BQK_ATL_KL
36515,KL,3090,BTR,3846,ATL,3682,Y,0,CRJ CR7 319 CR9,,BTR_ATL_KL
36516,KL,3090,BTV,3711,ATL,3682,Y,0,CR9,,BTV_ATL_KL
36518,KL,3090,BUF,3820,ATL,3682,Y,0,M90 M88,,BUF_ATL_KL
36519,KL,3090,BWI,3849,ATL,3682,Y,0,M88 M90 757 73W,,BWI_ATL_KL
36522,KL,3090,CAE,3561,ATL,3682,Y,0,M88 319 CRJ 717,,CAE_ATL_KL
36524,KL,3090,CAK,4112,ATL,3682,Y,0,M88 CR9,,CAK_ATL_KL
36544,KL,3090,CHA,3578,ATL,3682,Y,0,CRJ,,CHA_ATL_KL
36545,KL,3090,CHO,4015,ATL,3682,Y,0,CRJ,,CHO_ATL_KL
36546,KL,3090,CHS,3806,ATL,3682,Y,0,73W M88 319,,CHS_ATL_KL
36547,KL,3090,CID,4043,ATL,3682,Y,0,CRJ CR9,,CID_ATL_KL
36548,KL,3090,CLE,3486,ATL,3682,Y,0,M88 717 CR9,,CLE_ATL_KL
36549,KL,3090,CLT,3876,ATL,3682,Y,0,M90 M88,,CLT_ATL_KL
36550,KL,3090,CMH,3759,ATL,3682,Y,0,M88 73W 738 319,,CMH_ATL_KL
36554,KL,3090,COS,3819,ATL,3682,Y,0,738,,COS_ATL_KL
36557,KL,3090,CRW,4285,ATL,3682,Y,0,CRJ,,CRW_ATL_KL
36558,KL,3090,CSG,4255,ATL,3682,Y,0,CRJ,,CSG_ATL_KL
36569,KL,3090,CVG,3488,ATL,3682,Y,0,M88 738 319,,CVG_ATL_KL
36574,KL,3090,DAB,3950,ATL,3682,Y,0,M90 M88,,DAB_ATL_KL
36575,KL,3090,DAL,3502,ATL,3682,Y,0,CRJ,,DAL_ATL_KL
36577,KL,3090,DAY,3627,ATL,3682,Y,0,M88,,DAY_ATL_KL
36578,KL,3090,DCA,3520,ATL,3682,Y,0,M90 M88,,DCA_ATL_KL
36580,KL,3090,DEN,3751,ATL,3682,Y,0,757 M90,,DEN_ATL_KL
36582,KL,3090,DFW,3670,ATL,3682,Y,0,M88 319,,DFW_ATL_KL
36583,KL,3090,DHN,3739,ATL,3682,Y,0,CRJ,,DHN_ATL_KL
36592,KL,3090,DSM,3729,ATL,3682,Y,0,M88 CR7 CR9,,DSM_ATL_KL
36594,KL,3090,DTW,3645,ATL,3682,Y,0,M88 73H 757 320 738 739,,DTW_ATL_KL
36597,KL,3090,DTW,3645,MSY,3861,Y,0,319 CR7,,DTW_MSY_KL
36606,KL,3090,ECP,7669,ATL,3682,Y,0,717 M88 CR9,,ECP_ATL_KL
36608,KL,3090,ELP,3559,ATL,3682,Y,0,M88,,ELP_ATL_KL
36609,KL,3090,EVV,4018,ATL,3682,Y,0,CRJ,,EVV_ATL_KL
36610,KL,3090,EWN,3730,ATL,3682,Y,0,CRJ,,EWN_ATL_KL
36612,KL,3090,EWR,3494,ATL,3682,Y,0,717 319,,EWR_ATL_KL
36613,KL,3090,EYW,3875,ATL,3682,Y,0,73W,,EYW_ATL_KL
36619,KL,3090,FAY,5738,ATL,3682,Y,0,CRJ,,FAY_ATL_KL
36626,KL,3090,FLL,3533,ATL,3682,Y,0,757,,FLL_ATL_KL
36629,KL,3090,FNT,4089,ATL,3682,Y,0,M88,,FNT_ATL_KL
36634,KL,3090,FSM,3437,ATL,3682,Y,0,CRJ,,FSM_ATL_KL
36637,KL,3090,FWA,4041,ATL,3682,Y,0,CRJ,,FWA_ATL_KL
36642,KL,3090,GNV,3472,ATL,3682,Y,0,CR9 CR7,,GNV_ATL_KL
36644,KL,3090,GPT,4038,ATL,3682,Y,0,M88 CRJ CR7,,GPT_ATL_KL
36645,KL,3090,GRB,3653,ATL,3682,Y,0,CR9 CR7,,GRB_ATL_KL
36646,KL,3090,GRK,3775,ATL,3682,Y,0,CR9 CR7,,GRK_ATL_KL
36647,KL,3090,GRR,3685,ATL,3682,Y,0,320 717 M88 319,,GRR_ATL_KL
36649,KL,3090,GSO,4008,ATL,3682,Y,0,CR7 M88,,GSO_ATL_KL
36650,KL,3090,GSP,4034,ATL,3682,Y,0,CR7 319 717 M88 CRJ,,GSP_ATL_KL
36651,KL,3090,GTR,4273,ATL,3682,Y,0,CRJ,,GTR_ATL_KL
36675,KL,3090,HNL,3728,ATL,3682,Y,0,333,,HNL_ATL_KL
36676,KL,3090,HNL,3728,LAX,3484,Y,0,757,,HNL_LAX_KL
36677,KL,3090,HOU,3566,ATL,3682,Y,0,M88,,HOU_ATL_KL
36678,KL,3090,HPN,3589,ATL,3682,Y,0,CR7,,HPN_ATL_KL
36683,KL,3090,HSV,4113,ATL,3682,Y,0,717 CRJ,,HSV_ATL_KL
36686,KL,3090,IAD,3714,ATL,3682,Y,0,M88 320,,IAD_ATL_KL
36688,KL,3090,IAH,3550,ATL,3682,Y,0,M88 717 319,,IAH_ATL_KL
36690,KL,3090,ICT,3457,ATL,3682,Y,0,CR7 CR9,,ICT_ATL_KL
36691,KL,3090,ILM,3845,ATL,3682,Y,0,CRJ,,ILM_ATL_KL
36692,KL,3090,IND,3585,ATL,3682,Y,0,M88 320,,IND_ATL_KL
36695,KL,3090,JAN,3580,ATL,3682,Y,0,717 CR9 CRJ,,JAN_ATL_KL
36696,KL,3090,JAX,3712,ATL,3682,Y,0,757,,JAX_ATL_KL
36698,KL,3090,JFK,3797,ATL,3682,Y,0,319 738 752 M88,,JFK_ATL_KL
36705,KL,3090,JFK,3797,MSY,3861,Y,0,CR9,,JFK_MSY_KL
36709,KL,3090,JNU,3492,KTN,3808,Y,0,737,,JNU_KTN_KL
36723,KL,3090,KTN,3808,SEA,3577,Y,0,734,,KTN_SEA_KL
36724,KL,3090,KTN,3808,SIT,3856,Y,0,737,,KTN_SIT_KL
36734,KL,3090,LAS,3877,ATL,3682,Y,0,757,,LAS_ATL_KL
36736,KL,3090,LAX,3484,ATL,3682,Y,0,757,,LAX_ATL_KL
36737,KL,3090,LAX,3484,KOA,3514,Y,0,757,,LAX_KOA_KL
36738,KL,3090,LAX,3484,MSP,3858,Y,0,757 753,,LAX_MSP_KL
36739,KL,3090,LAX,3484,MSY,3861,Y,0,319,,LAX_MSY_KL
36740,KL,3090,LAX,3484,OGG,3456,Y,0,757,,LAX_OGG_KL
36746,KL,3090,LEX,4017,ATL,3682,Y,0,CR9 CRJ,,LEX_ATL_KL
36747,KL,3090,LFT,3493,ATL,3682,Y,0,CRJ,,LFT_ATL_KL
36748,KL,3090,LGA,3697,ATL,3682,Y,0,757 M88 73W,,LGA_ATL_KL
36761,KL,3090,LIT,3660,ATL,3682,Y,0,M88,,LIT_ATL_KL
36779,KL,3090,MCI,3458,ATL,3682,Y,0,M88 M90 757,,MCI_ATL_KL
36780,KL,3090,MCO,3878,ATL,3682,Y,0,757 739,,MCO_ATL_KL
36782,KL,3090,MDT,3542,ATL,3682,Y,0,CRJ,,MDT_ATL_KL
36783,KL,3090,MDW,3747,ATL,3682,Y,0,717 320 319,,MDW_ATL_KL
36784,KL,3090,MEM,3473,ATL,3682,Y,0,M88 320,,MEM_ATL_KL
36789,KL,3090,MGM,4115,ATL,3682,Y,0,CRJ,,MGM_ATL_KL
36790,KL,3090,MHT,4011,ATL,3682,Y,0,320,,MHT_ATL_KL
36791,KL,3090,MIA,3576,ATL,3682,Y,0,757 M88 M90,,MIA_ATL_KL
36792,KL,3090,MKE,3717,ATL,3682,Y,0,M88 M90,,MKE_ATL_KL
36793,KL,3090,MLB,3671,ATL,3682,Y,0,M88,,MLB_ATL_KL
36794,KL,3090,MLI,4072,ATL,3682,Y,0,CR7 CR9,,MLI_ATL_KL
36795,KL,3090,MLU,3732,ATL,3682,Y,0,CRJ,,MLU_ATL_KL
36798,KL,3090,MOB,3782,ATL,3682,Y,0,717 CR9 CR7 CRJ,,MOB_ATL_KL
36800,KL,3090,MSN,3459,ATL,3682,Y,0,73W CR7 320 CR9,,MSN_ATL_KL
36802,KL,3090,MSP,3858,ATL,3682,Y,0,320 757 739,,MSP_ATL_KL
36803,KL,3090,MSP,3858,LAX,3484,Y,0,757,,MSP_LAX_KL
36805,KL,3090,MSP,3858,MSY,3861,Y,0,E75 CR9,,MSP_MSY_KL
36806,KL,3090,MSP,3858,SEA,3577,Y,0,757,,MSP_SEA_KL
36807,KL,3090,MSP,3858,SFO,3469,Y,0,757,,MSP_SFO_KL
36808,KL,3090,MSY,3861,ATL,3682,Y,0,757 M90 M88,,MSY_ATL_KL
